num_pages,memory_size,locality,sequence_len,frames_to_pages,freq_var,best_algo
49,7,0.6,52,0.14285714285714285,0.04271237072826691,LRU
25,7,0.38,131,0.28,0.1516602062788321,LRU
15,9,0.86,150,0.6,0.08008843508585209,Optimal
44,6,0.93,25,0.13636363636363635,0.032064902739881704,Optimal
32,5,0.05,137,0.15625,0.31550691712342355,FIFO
42,4,0.79,98,0.09523809523809523,0.12212194235648807,Optimal
30,4,0.8,152,0.13333333333333333,0.053667874740354206,Optimal
8,4,0.23,39,0.5,0.2449899445636506,Optimal
5,11,0.74,57,2.2,0.1620097438128913,Optimal
15,5,0.34,22,0.3333333333333333,0.09678318087252158,LRU
14,6,0.11,191,0.42857142857142855,0.25058610032651896,Optimal
44,3,0.13,82,0.06818181818181818,0.6206166315013366,FIFO
21,10,0.59,171,0.47619047619047616,0.2646515941096045,LRU
39,2,0.82,197,0.05128205128205128,0.038136150204658256,Optimal
15,10,0.23,54,0.6666666666666666,0.7190294505476699,Optimal
26,9,0.8,33,0.34615384615384615,0.16391668356551278,Optimal
39,6,0.22,102,0.15384615384615385,0.5449684489287325,FIFO
30,5,0.33,61,0.16666666666666666,0.3036443997758491,LRU
44,9,0.45,33,0.20454545454545456,0.5003353854196257,LRU
42,2,0.72,162,0.047619047619047616,0.1735265402683437,Optimal
21,2,0.4,72,0.09523809523809523,0.5494949399208553,LRU
43,4,0.44,86,0.09302325581395349,0.37236485874799463,LRU
12,11,0.18,34,0.9166666666666666,0.7304282871455975,Optimal
37,5,0.72,174,0.13513513513513514,0.22672649722858176,Optimal
42,10,0.33,174,0.23809523809523808,0.5155996144213242,LRU
8,7,0.69,24,0.875,0.2756176126565281,LRU
37,7,0.79,178,0.1891891891891892,0.09259727589025707,Optimal
49,9,0.59,34,0.1836734693877551,0.3352019899726553,LRU
9,5,0.7,149,0.5555555555555556,0.033294829525872024,Optimal
40,5,0.69,46,0.125,0.12744918218759355,LRU
15,11,0.36,153,0.7333333333333333,0.29489041605585664,LRU
30,11,0.58,130,0.36666666666666664,0.31646413153158753,LRU
47,5,0.88,152,0.10638297872340426,0.11162993316714794,Optimal
12,11,0.74,50,0.9166666666666666,0.1679713208535883,Optimal
33,9,0.81,30,0.2727272727272727,0.09609353251010658,Optimal
41,6,0.2,183,0.14634146341463414,0.16975713046635216,FIFO
5,7,0.52,187,1.4,0.31061037811911973,LRU
13,6,0.35,199,0.46153846153846156,0.5258570848979781,LRU
30,10,0.15,44,0.3333333333333333,0.745591377568912,Optimal
42,3,0.47,181,0.07142857142857142,0.4911029037960467,LRU
47,4,0.27,44,0.0851063829787234,0.40042762668983817,FIFO
10,6,0.87,196,0.6,0.10431799778289226,Optimal
47,7,0.25,133,0.14893617021276595,0.5228877261112796,FIFO
11,2,0.91,196,0.18181818181818182,0.05414173488009386,Optimal
26,9,0.5,20,0.34615384615384615,0.18947161682087493,LRU
34,8,0.43,81,0.23529411764705882,0.1622366355672697,LRU
33,2,0.08,49,0.06060606060606061,0.7846756654060516,FIFO
23,3,0.31,134,0.13043478260869565,0.35049236637852516,LRU
6,7,0.45,133,1.1666666666666667,0.30102091466651826,LRU
8,2,0.35,74,0.25,0.6184775453481752,LRU
36,11,0.29,129,0.3055555555555556,0.4074836401952887,Optimal
37,8,0.93,51,0.21621621621621623,0.052106250417386014,Optimal
33,9,0.07,86,0.2727272727272727,0.28640960474421573,Optimal
12,7,0.36,86,0.5833333333333334,0.5751772379277778,LRU
32,9,0.14,115,0.28125,0.8512760772335127,Optimal
36,9,0.78,163,0.25,0.10064233886445405,Optimal
41,7,0.23,74,0.17073170731707318,0.6981607222351359,FIFO
11,11,0.13,170,1.0,0.7510842987505698,Optimal
23,5,0.63,101,0.21739130434782608,0.33425967978863264,LRU
9,5,0.35,149,0.5555555555555556,0.27738963913412795,LRU
16,5,0.61,185,0.3125,0.31061591764367047,LRU
13,3,0.82,118,0.23076923076923078,0.17164943572786942,Optimal
26,9,0.15,177,0.34615384615384615,0.45788486666087796,Optimal
27,2,0.49,33,0.07407407407407407,0.39143430740095747,LRU
6,10,0.28,41,1.6666666666666667,0.6130347934459458,Optimal
8,11,0.52,128,1.375,0.3466078424873707,LRU
41,7,0.87,104,0.17073170731707318,0.10836136812308748,Optimal
45,7,0.11,184,0.15555555555555556,0.6107877310698432,FIFO
16,8,0.15,105,0.5,0.18971750700263756,Optimal
35,7,0.71,117,0.2,0.18573490057318356,Optimal
11,11,0.87,173,1.0,0.06031263568123585,Optimal
6,7,0.71,70,1.1666666666666667,0.052577946710755656,Optimal
30,6,0.8,30,0.2,0.08402108896369083,Optimal
43,9,0.56,117,0.20930232558139536,0.20107315172861348,LRU
28,7,0.17,75,0.25,0.2435604628072953,Optimal
40,5,0.2,100,0.125,0.4373836979848902,FIFO
49,3,0.61,92,0.061224489795918366,0.06537336138926889,LRU
21,2,0.5,190,0.09523809523809523,0.31922872622066956,LRU
29,8,0.12,127,0.27586206896551724,0.638199604916706,Optimal
34,7,0.58,38,0.20588235294117646,0.16091749847395737,LRU
21,11,0.67,66,0.5238095238095238,0.05875144792306852,LRU
20,9,0.73,168,0.45,0.21144571046594052,Optimal
41,7,0.62,44,0.17073170731707318,0.34695042392152053,LRU
16,11,0.1,45,0.6875,0.12193571720848978,Optimal
14,8,0.95,45,0.5714285714285714,0.030557535374868355,Optimal
11,6,0.71,134,0.5454545454545454,0.27026740699327445,Optimal
27,3,0.72,135,0.1111111111111111,0.24082644843083775,Optimal
22,11,0.63,33,0.5,0.23555786953452365,LRU
39,3,0.85,190,0.07692307692307693,0.060883120108688946,Optimal
27,8,0.33,23,0.2962962962962963,0.5438060683978949,LRU
29,3,0.52,189,0.10344827586206896,0.4267194432365782,LRU
6,8,0.47,53,1.3333333333333333,0.06314550897563467,LRU
17,3,0.9,142,0.17647058823529413,0.09981406994800035,Optimal
33,2,0.41,35,0.06060606060606061,0.522922547632946,LRU
14,10,0.35,103,0.7142857142857143,0.4964856464295015,LRU
34,2,0.15,161,0.058823529411764705,0.31220720048798495,FIFO
8,3,0.26,172,0.375,0.2586589200340512,Optimal
19,10,0.15,140,0.5263157894736842,0.6049301712601984,Optimal
16,11,0.77,190,0.6875,0.14483072539746178,Optimal
43,9,0.85,107,0.20930232558139536,0.07809920401873242,Optimal
17,3,0.2,71,0.17647058823529413,0.1267902148276837,FIFO
12,5,0.8,73,0.4166666666666667,0.1293926230781946,Optimal
49,11,0.09,76,0.22448979591836735,0.2715782052284736,FIFO
7,9,0.37,24,1.2857142857142858,0.4200840823388188,LRU
27,2,0.52,39,0.07407407407407407,0.47780017938326,LRU
46,4,0.73,81,0.08695652173913043,0.26910959352103403,Optimal
7,4,0.25,139,0.5714285714285714,0.5798133327622542,Optimal
29,10,0.86,120,0.3448275862068966,0.025527341512117118,Optimal
45,9,0.29,48,0.2,0.6389100230362764,FIFO
29,3,0.83,28,0.10344827586206896,0.0673448589015903,Optimal
29,6,0.71,143,0.20689655172413793,0.12627170294021395,Optimal
12,6,0.09,165,0.5,0.1573768508283637,Optimal
17,6,0.94,133,0.35294117647058826,0.03273791245875464,Optimal
36,4,0.79,75,0.1111111111111111,0.14613916991014067,Optimal
44,2,0.84,166,0.045454545454545456,0.1410151557834228,Optimal
32,2,0.19,67,0.0625,0.5973966100252603,FIFO
47,10,0.89,119,0.2127659574468085,0.07224252644330324,Optimal
42,8,0.84,64,0.19047619047619047,0.14154546799531342,Optimal
35,8,0.05,179,0.22857142857142856,0.3815266203915664,FIFO
34,8,0.19,119,0.23529411764705882,0.48645648484398285,FIFO
17,8,0.22,32,0.47058823529411764,0.511082696699771,Optimal
45,2,0.15,117,0.044444444444444446,0.5700143628712027,FIFO
28,4,0.17,177,0.14285714285714285,0.09676550589744845,FIFO
45,3,0.36,79,0.06666666666666667,0.16739045829212806,LRU
41,7,0.89,115,0.17073170731707318,0.08731455674555798,Optimal
8,2,0.74,164,0.25,0.16222788768124793,Optimal
5,7,0.61,69,1.4,0.38654207883547714,LRU
33,5,0.63,199,0.15151515151515152,0.28950164424436453,LRU
11,2,0.34,98,0.18181818181818182,0.5523586721541136,LRU
15,11,0.05,193,0.7333333333333333,0.4956012013371396,Optimal
8,2,0.14,58,0.25,0.4939166504679812,Optimal
33,5,0.81,194,0.15151515151515152,0.1353653806547759,Optimal
26,4,0.91,111,0.15384615384615385,0.06823287542486851,Optimal
20,6,0.62,25,0.3,0.29795217482582925,LRU
9,4,0.33,77,0.4444444444444444,0.606141819818518,LRU
19,3,0.24,83,0.15789473684210525,0.6697960044275232,FIFO
28,3,0.83,46,0.10714285714285714,0.16513359447095247,Optimal
29,2,0.13,27,0.06896551724137931,0.6906318043562928,FIFO
11,4,0.77,191,0.36363636363636365,0.029732919154689147,Optimal
7,5,0.77,172,0.7142857142857143,0.02325498987945016,Optimal
11,2,0.6,103,0.18181818181818182,0.1949101221638066,LRU
42,10,0.19,136,0.23809523809523808,0.5113024114476188,FIFO
12,2,0.06,37,0.16666666666666666,0.6696663058999891,FIFO
22,7,0.31,64,0.3181818181818182,0.5391338051865696,LRU
42,10,0.09,198,0.23809523809523808,0.17693781612448525,FIFO
21,10,0.56,99,0.47619047619047616,0.23501312709443026,LRU
32,5,0.36,187,0.15625,0.0696280081134498,LRU
37,3,0.53,177,0.08108108108108109,0.061044915018748064,LRU
30,7,0.34,185,0.23333333333333334,0.40311926386736546,LRU
19,3,0.09,191,0.15789473684210525,0.17664106123387383,FIFO
15,4,0.86,28,0.26666666666666666,0.13196274302670494,Optimal
43,10,0.69,27,0.23255813953488372,0.2953107790740599,LRU
32,5,0.36,146,0.15625,0.11014615151757289,LRU
24,5,0.59,41,0.20833333333333334,0.2079054469872528,LRU
7,10,0.2,33,1.4285714285714286,0.1387735870620245,Optimal
16,8,0.64,44,0.5,0.31845787557587335,LRU
23,8,0.47,192,0.34782608695652173,0.1398702457835096,LRU
36,4,0.2,165,0.1111111111111111,0.5503493738508777,FIFO
41,9,0.93,150,0.21951219512195122,0.012136168841802873,Optimal
39,7,0.08,116,0.1794871794871795,0.787894592397301,FIFO
34,6,0.7,43,0.17647058823529413,0.14488320030098037,Optimal
8,5,0.5,69,0.625,0.4401641732551019,LRU
36,10,0.44,136,0.2777777777777778,0.25533964560390376,LRU
40,3,0.59,183,0.075,0.1966150220163051,LRU
46,4,0.58,144,0.08695652173913043,0.121630307444142,LRU
49,3,0.62,162,0.061224489795918366,0.11864089613404978,LRU
30,9,0.41,106,0.3,0.3948790231431686,LRU
18,3,0.21,88,0.16666666666666666,0.12815341097868643,FIFO
45,7,0.83,130,0.15555555555555556,0.10771651517426264,Optimal
43,10,0.65,89,0.23255813953488372,0.2404188223420879,LRU
29,10,0.41,182,0.3448275862068966,0.40772716887142624,LRU
5,9,0.59,183,1.8,0.398863965633983,LRU
35,11,0.12,33,0.3142857142857143,0.35006437548742414,Optimal
33,11,0.65,124,0.3333333333333333,0.17072956995346886,LRU
24,9,0.61,20,0.375,0.12763725150847216,LRU
24,10,0.59,194,0.4166666666666667,0.2859438706924461,LRU
41,2,0.81,63,0.04878048780487805,0.09532903855365212,Optimal
19,7,0.24,167,0.3684210526315789,0.2605087342776209,Optimal
6,10,0.53,39,1.6666666666666667,0.06886776215316591,LRU
5,8,0.25,78,1.6,0.2884053708593066,Optimal
18,11,0.41,62,0.6111111111111112,0.0682286685884897,LRU
29,3,0.93,58,0.10344827586206896,0.0356486109049331,Optimal
47,3,0.36,57,0.06382978723404255,0.14443912273963624,LRU
49,5,0.68,143,0.10204081632653061,0.22594854079757615,LRU
25,2,0.71,176,0.08,0.1448188072384931,Optimal
9,7,0.28,74,0.7777777777777778,0.7061530742355437,Optimal
47,11,0.07,164,0.23404255319148937,0.7884442091530074,FIFO
44,2,0.08,91,0.045454545454545456,0.7506825877646218,FIFO
8,2,0.59,50,0.25,0.2841287385158505,LRU
9,10,0.15,82,1.1111111111111112,0.8325382509293078,Optimal
45,10,0.83,92,0.2222222222222222,0.030843699378918774,Optimal
35,10,0.15,117,0.2857142857142857,0.3941673460630402,Optimal
8,7,0.44,101,0.875,0.4984571441568291,LRU
27,4,0.83,148,0.14814814814814814,0.0353919854717031,Optimal
11,10,0.35,84,0.9090909090909091,0.2793799978997678,LRU
11,6,0.39,112,0.5454545454545454,0.3073327988197693,LRU
36,2,0.45,121,0.05555555555555555,0.09123198226537962,LRU
39,9,0.65,93,0.23076923076923078,0.27419346329570277,LRU
13,4,0.54,91,0.3076923076923077,0.2608998590463943,LRU
10,6,0.78,172,0.6,0.09727873251959969,Optimal
38,6,0.27,34,0.15789473684210525,0.3320980177486561,FIFO
27,7,0.72,127,0.25925925925925924,0.2687919713806436,Optimal
49,6,0.23,99,0.12244897959183673,0.5256999769091398,FIFO
19,10,0.64,70,0.5263157894736842,0.05552663445381771,LRU
25,7,0.23,97,0.28,0.41370912911612373,Optimal
31,4,0.57,125,0.12903225806451613,0.27919917414132545,LRU
22,3,0.3,151,0.13636363636363635,0.5885996298252659,LRU
34,8,0.66,93,0.23529411764705882,0.2787330151997506,LRU
35,8,0.32,189,0.22857142857142856,0.18135980928701467,LRU
40,5,0.49,26,0.125,0.42542862736846493,LRU
48,9,0.52,66,0.1875,0.4590062438332758,LRU
26,7,0.51,156,0.2692307692307692,0.3990410380178077,LRU
19,11,0.21,140,0.5789473684210527,0.6761413863382382,Optimal
12,9,0.37,173,0.75,0.20795071375785737,LRU
8,3,0.71,119,0.375,0.13959568420232712,Optimal
14,10,0.14,183,0.7142857142857143,0.2018708711986853,Optimal
9,2,0.71,180,0.2222222222222222,0.08556908782369246,Optimal
21,7,0.07,162,0.3333333333333333,0.2857160429741271,Optimal
11,11,0.28,96,1.0,0.45722066520064014,Optimal
29,3,0.3,26,0.10344827586206896,0.507941069049984,LRU
7,11,0.44,186,1.5714285714285714,0.42115649310490355,LRU
15,8,0.36,65,0.5333333333333333,0.12396715804527983,LRU
30,7,0.57,186,0.23333333333333334,0.3420049955229111,LRU
40,9,0.63,183,0.225,0.10089181913134139,LRU
12,2,0.25,188,0.16666666666666666,0.4915801537920616,FIFO
17,2,0.8,24,0.11764705882352941,0.03258768902769813,Optimal
36,6,0.29,69,0.16666666666666666,0.5056043039751054,FIFO
48,11,0.35,89,0.22916666666666666,0.09561824233510738,LRU
48,3,0.38,54,0.0625,0.4697029847134993,LRU
34,5,0.1,63,0.14705882352941177,0.16190158922729245,FIFO
9,10,0.2,125,1.1111111111111112,0.14960704374563813,Optimal
20,2,0.32,155,0.1,0.5548153760033142,LRU
20,8,0.41,123,0.4,0.06963399499661281,LRU
24,9,0.74,84,0.375,0.2230357908840826,Optimal
25,5,0.61,51,0.2,0.08382743275596743,LRU
20,7,0.19,161,0.35,0.16676614175722426,Optimal
27,3,0.36,124,0.1111111111111111,0.114482222135971,LRU
31,10,0.55,94,0.3225806451612903,0.3792408738343232,LRU
27,11,0.59,74,0.4074074074074074,0.10069099398892846,LRU
26,7,0.56,31,0.2692307692307692,0.4125157049989908,LRU
46,7,0.79,54,0.15217391304347827,0.14844341941131012,Optimal
46,7,0.18,26,0.15217391304347827,0.3068532046543541,FIFO
13,6,0.07,110,0.46153846153846156,0.6746740614113604,Optimal
22,5,0.57,29,0.22727272727272727,0.3612999781264977,LRU
29,7,0.33,114,0.2413793103448276,0.36069833704781834,LRU
20,7,0.8,199,0.35,0.11046189376341961,Optimal
45,7,0.18,136,0.15555555555555556,0.17186029041045284,FIFO
25,3,0.51,98,0.12,0.4737337642108257,LRU
16,5,0.45,79,0.3125,0.4764670755878764,LRU
36,3,0.64,50,0.08333333333333333,0.05587727918385649,LRU
23,3,0.46,149,0.13043478260869565,0.28951637129116825,LRU
35,9,0.32,102,0.2571428571428571,0.17244683223259902,LRU
25,10,0.75,134,0.4,0.06499743726653084,Optimal
20,2,0.51,122,0.1,0.1499425207373566,LRU
41,8,0.25,71,0.1951219512195122,0.517613478979118,FIFO
42,8,0.7,135,0.19047619047619047,0.13929557585300398,Optimal
39,8,0.52,33,0.20512820512820512,0.1244152467021451,LRU
26,6,0.06,149,0.23076923076923078,0.20719796089244744,FIFO
25,7,0.76,168,0.28,0.18822260179438116,Optimal
43,6,0.24,101,0.13953488372093023,0.12019780901335493,FIFO
36,5,0.38,158,0.1388888888888889,0.3155425526844582,LRU
30,5,0.83,131,0.16666666666666666,0.12981563284033337,Optimal
44,4,0.39,199,0.09090909090909091,0.5329013121741731,LRU
46,6,0.91,132,0.13043478260869565,0.08638210960681816,Optimal
21,9,0.33,148,0.42857142857142855,0.5547567273667058,LRU
33,2,0.81,77,0.06060606060606061,0.06227299200893414,Optimal
44,6,0.79,53,0.13636363636363635,0.0940199439613316,Optimal
26,9,0.25,164,0.34615384615384615,0.11999012737846573,Optimal
28,4,0.15,191,0.14285714285714285,0.47684976942169593,FIFO
41,9,0.09,106,0.21951219512195122,0.6776688548233368,FIFO
49,4,0.11,171,0.08163265306122448,0.11749226449547423,FIFO
24,6,0.4,178,0.25,0.22012921389533383,LRU
15,5,0.75,154,0.3333333333333333,0.20136460227272662,Optimal
47,11,0.14,113,0.23404255319148937,0.728833669257346,FIFO
12,11,0.07,131,0.9166666666666666,0.9030988491652904,Optimal
35,9,0.74,172,0.2571428571428571,0.25438185880611747,Optimal
19,3,0.06,55,0.15789473684210525,0.6143009709608812,FIFO
18,10,0.63,141,0.5555555555555556,0.1962590130937826,LRU
14,6,0.16,110,0.42857142857142855,0.8248575689952911,Optimal
17,6,0.88,163,0.35294117647058826,0.09967113711373485,Optimal
38,11,0.35,187,0.2894736842105263,0.4151409717753539,LRU
13,10,0.39,97,0.7692307692307693,0.30223333934225427,LRU
29,3,0.9,177,0.10344827586206896,0.0935485779563719,Optimal
48,4,0.85,139,0.08333333333333333,0.1489760790660785,Optimal
36,8,0.84,31,0.2222222222222222,0.14832542084409586,Optimal
22,6,0.73,168,0.2727272727272727,0.2647505387485448,Optimal
44,8,0.21,105,0.18181818181818182,0.6145161958344294,FIFO
29,7,0.54,32,0.2413793103448276,0.11423333371198696,LRU
33,6,0.7,46,0.18181818181818182,0.2905850303742891,Optimal
19,4,0.19,63,0.21052631578947367,0.6152123261345968,FIFO
47,6,0.58,22,0.1276595744680851,0.1544733145985142,LRU
23,8,0.67,58,0.34782608695652173,0.20442031663640237,LRU
